component_id,lot_id,device_variant,disposition_B,risk_B,driving_parameter,driving_headroom_frac,n_params_predicted,n_params_flagged,confidence,extrapolation_flag,reason_code,reason_text,contract_version,model_bundle_version,feature_set_version,train_data_version,generator_seed,split_version,inputs_max_epoch_h,run_id,predicted_at
C0567,L011,CMOS_B,PASS,0.0849,Propagation_Delay_ns,0.9151,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0568,L011,CMOS_B,PASS,0.0756,Supply_Current_ICC_uA,0.9244,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0569,L011,CMOS_B,PASS,0.0897,Supply_Current_ICC_uA,0.9103,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0570,L011,CMOS_B,PASS,0.0845,Supply_Current_ICC_uA,0.9155,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0571,L011,CMOS_B,PASS,0.0197,Propagation_Delay_ns,0.9803,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0572,L011,CMOS_B,PASS,0.1302,Propagation_Delay_ns,0.8698,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0573,L011,CMOS_B,PASS,0.1846,Supply_Current_ICC_uA,0.8154,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0574,L011,CMOS_B,PASS,0.1196,Supply_Current_ICC_uA,0.8804,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0575,L011,CMOS_B,PASS,0.0653,Supply_Current_ICC_uA,0.9347,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0576,L011,CMOS_B,PASS,0.2036,Propagation_Delay_ns,0.7964,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0577,L011,CMOS_B,PASS,0.0136,Output_Rise_Time_ns,0.9864,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0578,L011,CMOS_B,PASS,0.0152,Output_Fall_Time_ns,0.9848,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0579,L011,CMOS_B,PASS,0.1511,Propagation_Delay_ns,0.8489,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0580,L011,CMOS_B,PASS,0.0176,IDDQ_uA,0.9824,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0581,L011,CMOS_B,PASS,0.2263,Propagation_Delay_ns,0.7737,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0582,L011,CMOS_B,PASS,0.0806,Supply_Current_ICC_uA,0.9194,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0583,L011,CMOS_B,PASS,0.0507,Supply_Current_ICC_uA,0.9493,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0584,L012,CMOS_B,PASS,0.1381,Supply_Current_ICC_uA,0.8619,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0585,L012,CMOS_B,PASS,0.1175,Propagation_Delay_ns,0.8825,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0586,L012,CMOS_B,PASS,0.0637,Output_Rise_Time_ns,0.9363,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0587,L012,CMOS_B,PASS,0.122,Output_Rise_Time_ns,0.878,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0588,L012,CMOS_B,PASS,0.197,Propagation_Delay_ns,0.803,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0589,L012,CMOS_B,PASS,0.2033,Propagation_Delay_ns,0.7967,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0590,L012,CMOS_B,PASS,0.1072,Output_Rise_Time_ns,0.8928,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0591,L012,CMOS_B,PASS,0.1463,Propagation_Delay_ns,0.8537,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0592,L012,CMOS_B,PASS,0.087,Propagation_Delay_ns,0.913,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0593,L012,CMOS_B,PASS,0.2208,Propagation_Delay_ns,0.7792,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0594,L012,CMOS_B,PASS,0.1641,Output_Rise_Time_ns,0.8359,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0595,L012,CMOS_B,PASS,0.0493,Supply_Current_ICC_uA,0.9507,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0596,L012,CMOS_B,PASS,0.1136,Supply_Current_ICC_uA,0.8864,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0597,L012,CMOS_B,PASS,0.0152,IDDQ_uA,0.9848,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0598,L012,CMOS_B,PASS,0.1368,Propagation_Delay_ns,0.8632,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0599,L012,CMOS_B,PASS,0.0418,Supply_Current_ICC_uA,0.9582,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0600,L012,CMOS_B,PASS,0.0347,Output_Rise_Time_ns,0.9653,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0601,L012,CMOS_B,PASS,0.0929,Propagation_Delay_ns,0.9071,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0602,L012,CMOS_B,PASS,0.0256,Output_Fall_Time_ns,0.9744,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0603,L012,CMOS_B,PASS,0.0872,Supply_Current_ICC_uA,0.9128,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0604,L012,CMOS_B,PASS,0.0345,Propagation_Delay_ns,0.9655,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0605,L012,CMOS_B,PASS,0.0381,Propagation_Delay_ns,0.9619,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0606,L012,CMOS_B,PASS,0.1532,Propagation_Delay_ns,0.8468,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0607,L012,CMOS_B,PASS,0.0155,IDDQ_uA,0.9845,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0608,L012,CMOS_B,PASS,0.0358,Propagation_Delay_ns,0.9642,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0609,L012,CMOS_B,PASS,0.0895,Propagation_Delay_ns,0.9105,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0610,L012,CMOS_B,PASS,0.1771,Propagation_Delay_ns,0.8229,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0611,L012,CMOS_B,PASS,0.0178,Supply_Current_ICC_uA,0.9822,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0612,L012,CMOS_B,PASS,0.0538,Output_Rise_Time_ns,0.9462,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0613,L012,CMOS_B,PASS,0.1557,Propagation_Delay_ns,0.8443,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0614,L012,CMOS_B,PASS,0.1467,Supply_Current_ICC_uA,0.8533,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0615,L012,CMOS_B,PASS,0.0475,Propagation_Delay_ns,0.9525,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0616,L012,CMOS_B,PASS,0.1392,Supply_Current_ICC_uA,0.8608,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0617,L012,CMOS_B,PASS,0.0349,Output_Fall_Time_ns,0.9651,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0618,L012,CMOS_B,PASS,0.1346,Supply_Current_ICC_uA,0.8654,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0619,L012,CMOS_B,PASS,0.09,Supply_Current_ICC_uA,0.91,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0620,L012,CMOS_B,PASS,0.1364,Output_Rise_Time_ns,0.8636,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0621,L012,CMOS_B,PASS,0.014,Supply_Current_ICC_uA,0.986,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0622,L012,CMOS_B,PASS,0.1592,Propagation_Delay_ns,0.8408,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0623,L012,CMOS_B,PASS,0.0683,Supply_Current_ICC_uA,0.9317,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0624,L012,CMOS_B,PASS,0.0448,Output_Fall_Time_ns,0.9552,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0625,L012,CMOS_B,PASS,0.083,Propagation_Delay_ns,0.917,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0626,L012,CMOS_B,PASS,0.15,Supply_Current_ICC_uA,0.85,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0627,L012,CMOS_B,PASS,0.0825,Output_Rise_Time_ns,0.9175,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0843,L017,CMOS_C,PASS,0.1826,Supply_Current_ICC_uA,0.8174,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0844,L017,CMOS_C,PASS,0.0474,Supply_Current_ICC_uA,0.9526,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0845,L017,CMOS_C,PASS,0.1283,Supply_Current_ICC_uA,0.8717,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0846,L017,CMOS_C,PASS,0.1476,Propagation_Delay_ns,0.8524,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0847,L017,CMOS_C,PASS,0.0662,Propagation_Delay_ns,0.9338,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0848,L017,CMOS_C,PASS,0.1154,Supply_Current_ICC_uA,0.8846,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0849,L017,CMOS_C,PASS,0.1346,Propagation_Delay_ns,0.8654,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0850,L017,CMOS_C,PASS,0.1185,Propagation_Delay_ns,0.8815,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0851,L017,CMOS_C,PASS,0.2182,Propagation_Delay_ns,0.7818,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0852,L017,CMOS_C,PASS,0.2155,Supply_Current_ICC_uA,0.7845,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0853,L017,CMOS_C,PASS,0.0408,Output_Fall_Time_ns,0.9592,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0854,L017,CMOS_C,PASS,0.1136,Propagation_Delay_ns,0.8864,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0855,L017,CMOS_C,PASS,0.0558,Output_Fall_Time_ns,0.9442,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0856,L017,CMOS_C,PASS,0.0468,Propagation_Delay_ns,0.9532,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0857,L017,CMOS_C,PASS,0.1138,Supply_Current_ICC_uA,0.8862,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0858,L017,CMOS_C,PASS,0.1329,Supply_Current_ICC_uA,0.8671,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0859,L017,CMOS_C,PASS,0.0688,Output_Rise_Time_ns,0.9312,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
